pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75007,75015,1,2,2,0.3593,4,1
75009,75013,1,3,2,0.3619,4,1
75011,75015,1,4,3,0.2742,8,1
75015,75016,1,4,3,0.2742,8,1
75006,75018,2,5,5,0.1957,13,1
75015,75116,1,5,5,0.1957,13,1
75009,75014,1,5,5,0.1957,13,1
75009,75009,1,6,6,0.1774,18,1
75007,75009,2,6,6,0.1774,18,1
75009,75017,1,6,6,0.1774,18,1
75006,75014,1,6,6,0.1774,18,1
75012,75015,1,7,7,0.1556,19,1
75007,75017,2,7,7,0.1556,19,1
75011,75015,2,7,7,0.1556,19,1
75014,75017,1,7,7,0.1556,19,1
75011,75015,2,8,7,0.1611,18,1
75009,75015,2,8,7,0.1611,18,1
75001,75014,1,8,7,0.1611,18,1
75002,75018,1,8,7,0.1611,18,1
75009,75011,4,9,8,0.1546,20,1
75002,75008,2,9,8,0.1546,20,1
75014,75016,1,9,8,0.1546,20,1
75005,75011,2,10,6,0.1744,16,1
75009,75015,2,10,6,0.1744,16,1
75002,75011,1,10,6,0.1744,16,1
75015,75017,1,11,6,0.1735,16,1
75009,75009,1,11,6,0.1735,16,1
75005,75012,1,11,6,0.1735,16,1
75016,75016,1,11,6,0.1735,16,1
75006,75018,1,11,6,0.1735,16,1
75015,75016,1,12,4,0.2227,12,1
75009,75019,1,12,4,0.2227,12,1
75008,75017,1,12,4,0.2227,12,1
75001,75010,2,13,4,0.2266,12,1
75001,75008,1,13,4,0.2266,12,1
75007,75009,1,14,3,0.2663,8,1
75007,75009,1,14,3,0.2663,8,1
75001,75016,1,15,2,0.3604,4,1
75007,75015,1,2,3,0.1868,4,0
75013,75014,1,2,3,0.1868,4,0
75007,75015,1,2,4,0.065,4,0
75012,75015,1,2,4,0.065,4,0
75008,75009,1,2,4,0.065,4,0
75009,75013,1,3,3,0.1948,4,0
75008,75009,1,3,3,0.1948,4,0
75009,75013,1,3,4,0.0578,4,0
75012,75016,1,3,4,0.0578,4,0
75008,75014,1,3,4,0.0578,4,0
75011,75015,1,4,2,0.2674,8,0
75011,75015,1,4,4,0.1846,8,0
75015,75016,1,4,4,0.1846,8,0
75011,75020,1,4,4,0.1846,8,0
75011,75015,1,4,5,0.0855,8,0
75015,75016,1,4,5,0.0855,8,0
75003,75012,1,4,5,0.0855,8,0
75014,75016,1,4,5,0.0855,8,0
75011,75015,1,4,6,0.0357,8,0
75015,75016,1,4,6,0.0357,8,0
75003,75003,1,4,6,0.0357,8,0
75001,75020,1,4,6,0.0357,8,0
75010,75020,1,4,6,0.0357,8,0
75011,75015,1,4,7,0.0129,8,0
75015,75016,1,4,7,0.0129,8,0
75001,75013,1,4,7,0.0129,8,0
75015,75015,1,4,7,0.0129,8,0
75001,75013,1,4,7,0.0129,8,0
75003,75019,1,4,7,0.0129,8,0
75011,75015,1,4,8,0.0029,8,0
75015,75016,1,4,8,0.0029,8,0
75007,75012,1,4,8,0.0029,8,0
75009,75017,1,4,8,0.0029,8,0
75007,75017,1,4,8,0.0029,8,0
75009,75015,1,4,8,0.0029,8,0
75017,75020,1,4,8,0.0029,8,0
75006,75018,1,5,2,0.0732,13,0
75006,75018,1,5,2,0.0732,13,0
75006,75018,2,5,2,0.0732,13,0
75006,75018,1,5,3,0.1498,13,0
75006,75018,2,5,3,0.1498,13,0
75006,75018,2,5,3,0.1498,13,0
75006,75018,1,5,4,0.2032,13,0
75006,75018,2,5,4,0.2032,13,0
75015,75116,1,5,4,0.2032,13,0
75006,75018,2,5,4,0.2032,13,0
75006,75018,2,5,6,0.1519,13,0
75015,75116,1,5,6,0.1519,13,0
75009,75014,1,5,6,0.1519,13,0
75007,75020,1,5,6,0.1519,13,0
75006,75018,2,5,7,0.1053,13,0
75015,75116,1,5,7,0.1053,13,0
75009,75014,1,5,7,0.1053,13,0
75011,75014,1,5,7,0.1053,13,0
75006,75015,1,5,7,0.1053,13,0
75006,75018,2,5,8,0.0559,13,0
75015,75116,1,5,8,0.0559,13,0
75009,75014,1,5,8,0.0559,13,0
75013,75014,1,5,8,0.0559,13,0
75016,75018,1,5,8,0.0559,13,0
75009,75017,1,5,8,0.0559,13,0
75006,75018,2,5,9,0.0257,13,0
75015,75116,1,5,9,0.0257,13,0
75009,75014,1,5,9,0.0257,13,0
75017,75019,1,5,9,0.0257,13,0
75008,75011,1,5,9,0.0257,13,0
75005,75020,1,5,9,0.0257,13,0
75008,75116,1,5,9,0.0257,13,0
75006,75018,2,5,10,0.0116,13,0
75015,75116,1,5,10,0.0116,13,0
75009,75014,1,5,10,0.0116,13,0
75019,75116,1,5,10,0.0116,13,0
75008,75008,1,5,10,0.0116,13,0
