pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75009,75017,3,0,11,0.1197,25,1
75007,75015,4,0,11,0.1197,25,1
75009,75015,2,0,11,0.1197,25,1
75011,75020,1,0,11,0.1197,25,1
75008,75017,1,0,11,0.1197,25,1
75008,75013,2,1,12,0.1155,28,1
75015,75016,1,1,12,0.1155,28,1
75015,75017,2,1,12,0.1155,28,1
75011,75017,4,1,12,0.1155,28,1
75008,75009,1,1,12,0.1155,28,1
75001,75018,1,1,12,0.1155,28,1
75014,75014,1,1,12,0.1155,28,1
75008,75017,9,2,14,0.0893,31,1
75017,75020,4,2,14,0.0893,31,1
75005,75009,1,2,14,0.0893,31,1
75014,75014,1,2,14,0.0893,31,1
75008,75011,2,2,14,0.0893,31,1
75001,75015,1,2,14,0.0893,31,1
75001,75014,5,3,15,0.0957,31,1
75016,75020,3,3,15,0.0957,31,1
75012,75017,1,3,15,0.0957,31,1
75009,75013,4,3,15,0.0957,31,1
75013,75019,2,3,15,0.0957,31,1
75011,75017,1,3,15,0.0957,31,1
75009,75014,5,4,14,0.103,30,1
75008,75009,2,4,14,0.103,30,1
75007,75012,2,4,14,0.103,30,1
75008,75116,4,4,14,0.103,30,1
75017,75020,2,4,14,0.103,30,1
75012,75019,1,4,14,0.103,30,1
75009,75009,9,5,14,0.0921,30,1
75008,75012,4,5,14,0.0921,30,1
75011,75015,2,5,14,0.0921,30,1
75012,75016,1,5,14,0.0921,30,1
75006,75017,1,5,14,0.0921,30,1
75014,75015,1,6,14,0.0881,31,1
75009,75018,8,6,14,0.0881,31,1
75010,75013,3,6,14,0.0881,31,1
75014,75016,3,6,14,0.0881,31,1
75014,75015,1,6,14,0.0881,31,1
75009,75016,1,6,14,0.0881,31,1
75008,75011,1,6,14,0.0881,31,1
75001,75020,4,7,13,0.0976,30,1
75010,75017,7,7,13,0.0976,30,1
75012,75016,2,7,13,0.0976,30,1
75018,75019,1,7,13,0.0976,30,1
75004,75009,1,7,13,0.0976,30,1
75002,75009,1,7,13,0.0976,30,1
75002,75009,1,7,13,0.0976,30,1
75003,75019,1,8,14,0.0906,32,1
75010,75013,8,8,14,0.0906,32,1
75015,75017,5,8,14,0.0906,32,1
75011,75016,2,8,14,0.0906,32,1
75014,75016,1,8,14,0.0906,32,1
75007,75012,1,8,14,0.0906,32,1
75003,75016,5,9,14,0.0939,32,1
75009,75018,6,9,14,0.0939,32,1
75006,75008,2,9,14,0.0939,32,1
75017,75020,3,9,14,0.0939,32,1
75011,75015,1,9,14,0.0939,32,1
75016,75017,1,9,14,0.0939,32,1
75013,75017,2,10,13,0.0968,30,1
75012,75015,6,10,13,0.0968,30,1
75001,75008,2,10,13,0.0968,30,1
75007,75017,2,10,13,0.0968,30,1
75012,75014,1,10,13,0.0968,30,1
75013,75013,1,10,13,0.0968,30,1
75009,75011,1,10,13,0.0968,30,1
75008,75008,1,10,13,0.0968,30,1
75009,75009,1,10,13,0.0968,30,1
75011,75016,8,11,14,0.1016,32,1
75008,75019,3,11,14,0.1016,32,1
75010,75011,2,11,14,0.1016,32,1
75006,75011,2,11,14,0.1016,32,1
75007,75008,1,11,14,0.1016,32,1
75006,75018,1,11,14,0.1016,32,1
75008,75008,9,12,14,0.0954,31,1
75019,75020,3,12,14,0.0954,31,1
75009,75011,1,12,14,0.0954,31,1
75008,75010,1,12,14,0.0954,31,1
75013,75014,1,12,14,0.0954,31,1
75011,75013,1,12,14,0.0954,31,1
75009,75019,1,12,14,0.0954,31,1
75006,75011,2,13,15,0.0932,33,1
75011,75014,5,13,15,0.0932,33,1
75013,75016,4,13,15,0.0932,33,1
75014,75016,3,13,15,0.0932,33,1
75009,75009,2,13,15,0.0932,33,1
75009,75020,1,13,15,0.0932,33,1
75011,75014,2,14,15,0.1003,32,1
75016,75017,1,14,15,0.1003,32,1
75011,75018,5,14,15,0.1003,32,1
75011,75015,4,14,15,0.1003,32,1
75013,75017,1,14,15,0.1003,32,1
75009,75010,1,14,15,0.1003,32,1
75016,75019,1,14,15,0.1003,32,1
75012,75020,1,14,15,0.1003,32,1
75008,75011,3,15,13,0.1025,30,1
75003,75013,4,15,13,0.1025,30,1
75017,75019,5,15,13,0.1025,30,1
75003,75116,1,15,13,0.1025,30,1
75003,75007,1,15,13,0.1025,30,1
75011,75013,1,15,13,0.1025,30,1
75011,75012,1,15,13,0.1025,30,1
75015,75016,1,0,1,0.0003,25,0
75015,75016,1,0,2,0.0007,25,0
75015,75016,1,0,3,0.0036,25,0
75015,75016,1,0,4,0.0119,25,0
75015,75016,1,0,5,0.0258,25,0
75015,75016,1,0,6,0.0403,25,0
75015,75016,1,0,7,0.0615,25,0
75015,75016,1,0,8,0.0866,25,0
75015,75016,1,0,9,0.1098,25,0
75015,75016,1,0,10,0.12,25,0
75015,75016,1,0,11,0.1197,25,1
75015,75016,1,0,12,0.1117,25,0
75015,75016,1,0,13,0.0883,25,0
75015,75016,1,0,14,0.0735,25,0
75015,75016,1,0,15,0.0522,25,0
75015,75016,1,0,16,0.0387,25,0
75015,75016,1,0,17,0.0237,25,0
75015,75016,1,0,18,0.0153,25,0
75015,75016,1,0,19,0.0078,25,0
75015,75016,1,0,20,0.0043,25,0
75015,75016,1,0,21,0.0026,25,0
75015,75016,1,0,22,0.0006,25,0
75015,75016,1,0,23,0.0007,25,0
75015,75016,1,0,24,0.0001,25,0
75015,75016,1,0,25,0.0003,25,0
75005,75007,1,0,1,0.0003,25,0
75005,75007,1,0,2,0.0007,25,0
75005,75007,1,0,3,0.0036,25,0
75005,75007,1,0,4,0.0119,25,0
75005,75007,1,0,5,0.0258,25,0
75005,75007,1,0,6,0.0403,25,0
75005,75007,1,0,7,0.0615,25,0
75005,75007,1,0,8,0.0866,25,0
75005,75007,1,0,9,0.1098,25,0
75005,75007,1,0,10,0.12,25,0
75005,75007,1,0,11,0.1197,25,1
75005,75007,1,0,12,0.1117,25,0
75005,75007,1,0,13,0.0883,25,0
75005,75007,1,0,14,0.0735,25,0
