pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75014,75016,1,1,2,0.376,4,1
75009,75017,1,2,3,0.2622,8,1
75005,75011,1,2,3,0.2622,8,1
75007,75016,1,3,4,0.2189,12,1
75010,75017,1,3,4,0.2189,12,1
75009,75014,1,3,4,0.2189,12,1
75004,75017,2,4,6,0.1784,15,1
75017,75017,1,4,6,0.1784,15,1
75009,75016,1,4,6,0.1784,15,1
75012,75017,1,4,6,0.1784,15,1
75009,75014,3,5,7,0.1596,19,1
75001,75011,2,5,7,0.1596,19,1
75018,75116,1,5,7,0.1596,19,1
75019,75020,1,6,9,0.1452,21,1
75006,75011,2,6,9,0.1452,21,1
75003,75008,1,6,9,0.1452,21,1
75006,75007,1,6,9,0.1452,21,1
75002,75013,1,6,9,0.1452,21,1
75001,75015,1,6,9,0.1452,21,1
75003,75017,1,6,9,0.1452,21,1
75005,75009,4,7,10,0.1231,23,1
75015,75017,2,7,10,0.1231,23,1
75006,75016,1,7,10,0.1231,23,1
75012,75017,1,7,10,0.1231,23,1
75017,75018,1,7,10,0.1231,23,1
75001,75010,1,7,10,0.1231,23,1
75002,75012,5,8,11,0.1173,27,1
75014,75020,2,8,11,0.1173,27,1
75009,75015,1,8,11,0.1173,27,1
75010,75012,2,8,11,0.1173,27,1
75007,75012,1,8,11,0.1173,27,1
75011,75012,1,9,10,0.1199,23,1
75008,75020,1,9,10,0.1199,23,1
75012,75014,3,9,10,0.1199,23,1
75009,75011,1,9,10,0.1199,23,1
75008,75009,3,9,10,0.1199,23,1
75011,75020,1,9,10,0.1199,23,1
75007,75009,1,9,10,0.1199,23,1
75012,75013,3,10,10,0.1274,24,1
75008,75010,1,10,10,0.1274,24,1
75001,75011,2,10,10,0.1274,24,1
75003,75116,2,10,10,0.1274,24,1
75014,75016,1,10,10,0.1274,24,1
75009,75016,1,10,10,0.1274,24,1
75006,75007,4,11,9,0.1439,21,1
75008,75009,1,11,9,0.1439,21,1
75001,75013,1,11,9,0.1439,21,1
75001,75009,1,11,9,0.1439,21,1
75015,75018,1,11,9,0.1439,21,1
75010,75012,1,12,7,0.1609,18,1
75011,75014,2,12,7,0.1609,18,1
75016,75018,1,12,7,0.1609,18,1
75008,75020,1,12,7,0.1609,18,1
75013,75019,1,12,7,0.1609,18,1
75007,75009,3,13,6,0.1753,16,1
75006,75020,1,13,6,0.1753,16,1
75009,75013,1,13,6,0.1753,16,1
75013,75015,2,14,4,0.2267,12,1
75009,75010,1,14,4,0.2267,12,1
75001,75116,1,15,3,0.2752,8,1
75008,75020,1,15,3,0.2752,8,1
75014,75016,1,1,3,0.1796,4,0
75009,75010,1,1,3,0.1796,4,0
75014,75016,1,1,4,0.064,4,0
75007,75012,1,1,4,0.064,4,0
75001,75006,1,1,4,0.064,4,0
75005,75011,1,2,2,0.2789,8,0
75005,75011,1,2,4,0.1793,8,0
75009,75017,1,2,4,0.1793,8,0
75011,75116,1,2,4,0.1793,8,0
75005,75011,1,2,5,0.0904,8,0
75009,75017,1,2,5,0.0904,8,0
75012,75015,1,2,5,0.0904,8,0
75006,75009,1,2,5,0.0904,8,0
75005,75011,1,2,6,0.0352,8,0
75009,75017,1,2,6,0.0352,8,0
75009,75015,1,2,6,0.0352,8,0
75001,75020,1,2,6,0.0352,8,0
75018,75018,1,2,6,0.0352,8,0
75005,75011,1,2,7,0.0142,8,0
75009,75017,1,2,7,0.0142,8,0
75002,75011,1,2,7,0.0142,8,0
75010,75011,1,2,7,0.0142,8,0
75013,75014,1,2,7,0.0142,8,0
75017,75020,1,2,7,0.0142,8,0
75005,75011,1,2,8,0.0036,8,0
75009,75017,1,2,8,0.0036,8,0
75001,75013,1,2,8,0.0036,8,0
75009,75015,1,2,8,0.0036,8,0
75014,75019,1,2,8,0.0036,8,0
75008,75015,1,2,8,0.0036,8,0
75013,75018,1,2,8,0.0036,8,0
75009,75014,1,3,2,0.1498,12,0
75009,75014,1,3,3,0.2251,12,0
75010,75017,1,3,3,0.2251,12,0
75010,75017,1,3,5,0.1718,12,0
75007,75016,1,3,5,0.1718,12,0
75009,75014,1,3,5,0.1718,12,0
75010,75020,1,3,5,0.1718,12,0
75010,75017,1,3,6,0.1013,12,0
75007,75016,1,3,6,0.1013,12,0
75009,75014,1,3,6,0.1013,12,0
75009,75012,1,3,6,0.1013,12,0
75009,75013,1,3,6,0.1013,12,0
75010,75017,1,3,7,0.0525,12,0
75007,75016,1,3,7,0.0525,12,0
75009,75014,1,3,7,0.0525,12,0
75004,75015,1,3,7,0.0525,12,0
75001,75009,1,3,7,0.0525,12,0
75013,75015,1,3,7,0.0525,12,0
75010,75017,1,3,8,0.0187,12,0
75007,75016,1,3,8,0.0187,12,0
75009,75014,1,3,8,0.0187,12,0
75002,75013,1,3,8,0.0187,12,0
75004,75015,1,3,8,0.0187,12,0
75014,75015,1,3,8,0.0187,12,0
75013,75018,1,3,8,0.0187,12,0
75010,75017,1,3,9,0.0083,12,0
75007,75016,1,3,9,0.0083,12,0
75009,75014,1,3,9,0.0083,12,0
75009,75020,1,3,9,0.0083,12,0
75002,75017,1,3,9,0.0083,12,0
75002,75011,1,3,9,0.0083,12,0
75009,75016,1,3,9,0.0083,12,0
75012,75017,1,3,9,0.0083,12,0
75010,75017,1,3,10,0.0034,12,0
75007,75016,1,3,10,0.0034,12,0
75009,75014,1,3,10,0.0034,12,0
75009,75015,1,3,10,0.0034,12,0
75009,75011,1,3,10,0.0034,12,0
75009,75011,1,3,10,0.0034,12,0
75006,75008,1,3,10,0.0034,12,0
75003,75017,1,3,10,0.0034,12,0
75008,75009,1,3,10,0.0034,12,0
75010,75017,1,3,11,0.001,12,0
75007,75016,1,3,11,0.001,12,0
75009,75014,1,3,11,0.001,12,0
75013,75014,1,3,11,0.001,12,0
75008,75116,1,3,11,0.001,12,0
75015,75015,1,3,11,0.001,12,0
75012,75017,1,3,11,0.001,12,0
75011,75015,1,3,11,0.001,12,0
75011,75011,1,3,11,0.001,12,0
75008,75009,1,3,11,0.001,12,0
75010,75017,1,3,12,0.0002,12,0
75007,75016,1,3,12,0.0002,12,0
75009,75014,1,3,12,0.0002,12,0
75016,75017,1,3,12,0.0002,12,0
75009,75019,1,3,12,0.0002,12,0
75008,75018,1,3,12,0.0002,12,0
75009,75016,1,3,12,0.0002,12,0
75014,75020,1,3,12,0.0002,12,0
75008,75011,1,3,12,0.0002,12,0
75015,75020,1,3,12,0.0002,12,0
75002,75011,1,3,12,0.0002,12,0
75004,75017,1,4,2,0.0318,15,0
75004,75017,1,4,2,0.0318,15,0
75009,75016,1,4,2,0.0318,15,0
75004,75017,1,4,3,0.0805,15,0
75009,75016,1,4,3,0.0805,15,0
75017,75017,1,4,3,0.0805,15,0
75004,75017,1,4,4,0.1453,15,0
75017,75017,1,4,4,0.1453,15,0
75009,75016,1,4,4,0.1453,15,0
75009,75016,1,4,4,0.1453,15,0
75004,75017,1,4,5,0.1723,15,0
75004,75017,2,4,5,0.1723,15,0
75017,75017,1,4,5,0.1723,15,0
75009,75016,1,4,5,0.1723,15,0
75012,75017,1,4,5,0.1723,15,0
75012,75017,1,4,7,0.143,15,0
75009,75016,1,4,7,0.143,15,0
75017,75017,1,4,7,0.143,15,0
75004,75017,2,4,7,0.143,15,0
75007,75011,1,4,7,0.143,15,0
75012,75017,1,4,8,0.1074,15,0
75009,75016,1,4,8,0.1074,15,0
75017,75017,1,4,8,0.1074,15,0
75004,75017,2,4,8,0.1074,15,0
75006,75006,1,4,8,0.1074,15,0
75004,75016,1,4,8,0.1074,15,0
75012,75017,1,4,9,0.064,15,0
75009,75016,1,4,9,0.064,15,0
75017,75017,1,4,9,0.064,15,0
75004,75017,2,4,9,0.064,15,0
75008,75020,1,4,9,0.064,15,0
75016,75016,1,4,9,0.064,15,0
75005,75008,1,4,9,0.064,15,0
75012,75017,1,4,10,0.0395,15,0
75009,75016,1,4,10,0.0395,15,0
75017,75017,1,4,10,0.0395,15,0
75004,75017,2,4,10,0.0395,15,0
75009,75010,1,4,10,0.0395,15,0
75010,75011,1,4,10,0.0395,15,0
75011,75014,1,4,10,0.0395,15,0
75006,75019,1,4,10,0.0395,15,0
75012,75017,1,4,11,0.0187,15,0
75009,75016,1,4,11,0.0187,15,0
75017,75017,1,4,11,0.0187,15,0
75004,75017,2,4,11,0.0187,15,0
75001,75014,1,4,11,0.0187,15,0
75011,75013,1,4,11,0.0187,15,0
75001,75003,1,4,11,0.0187,15,0
75001,75009,1,4,11,0.0187,15,0
75009,75014,1,4,11,0.0187,15,0
75012,75017,1,4,12,0.0086,15,0
75009,75016,1,4,12,0.0086,15,0
75017,75017,1,4,12,0.0086,15,0
75004,75017,2,4,12,0.0086,15,0
75010,75012,1,4,12,0.0086,15,0
75008,75015,1,4,12,0.0086,15,0
75007,75009,1,4,12,0.0086,15,0
75011,75017,1,4,12,0.0086,15,0
75015,75017,1,4,12,0.0086,15,0
75014,75017,1,4,12,0.0086,15,0
75012,75017,1,4,13,0.0028,15,0
75009,75016,1,4,13,0.0028,15,0
75017,75017,1,4,13,0.0028,15,0
75004,75017,2,4,13,0.0028,15,0
75002,75015,1,4,13,0.0028,15,0
75009,75011,1,4,13,0.0028,15,0
75001,75008,1,4,13,0.0028,15,0
75002,75008,1,4,13,0.0028,15,0
