pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75011,75016,2,0,4,0.2208,12,1
75003,75014,1,0,4,0.2208,12,1
75011,75015,1,1,4,0.2227,12,1
75014,75116,1,1,4,0.2227,12,1
75014,75016,1,1,4,0.2227,12,1
75008,75009,2,2,4,0.2229,12,1
75009,75012,1,2,4,0.2229,12,1
75002,75009,1,3,4,0.2279,12,1
75013,75014,1,3,4,0.2279,12,1
75007,75011,1,3,4,0.2279,12,1
75002,75009,1,4,3,0.2643,8,1
75009,75012,1,4,3,0.2643,8,1
75018,75018,1,5,4,0.223,12,1
75012,75014,1,5,4,0.223,12,1
75009,75015,1,5,4,0.223,12,1
75012,75015,2,6,4,0.2182,11,1
75008,75008,1,6,4,0.2182,11,1
75011,75015,1,7,4,0.2298,11,1
75008,75009,1,7,4,0.2298,11,1
75009,75014,1,7,4,0.2298,11,1
75011,75017,2,8,4,0.2297,12,1
75011,75014,1,8,4,0.2297,12,1
75011,75019,2,9,4,0.2261,12,1
75012,75014,1,9,4,0.2261,12,1
75009,75011,2,10,4,0.2291,12,1
75015,75017,1,10,4,0.2291,12,1
75018,75019,2,11,4,0.2212,12,1
75016,75116,1,11,4,0.2212,12,1
75003,75009,2,12,4,0.2212,12,1
75001,75014,1,12,4,0.2212,12,1
75005,75011,2,13,4,0.2217,12,1
75009,75018,1,13,4,0.2217,12,1
75016,75018,1,14,4,0.2216,12,1
75006,75009,1,14,4,0.2216,12,1
75011,75012,1,14,4,0.2216,12,1
75009,75019,1,15,4,0.2277,12,1
75010,75014,1,15,4,0.2277,12,1
75013,75017,1,15,4,0.2277,12,1
75010,75013,1,4,1,0.1381,8,0
75010,75013,1,4,2,0.2725,8,0
75010,75013,1,4,3,0.2643,8,1
75010,75013,1,4,4,0.1835,8,0
75010,75013,1,4,5,0.0925,8,0
75010,75013,1,4,6,0.0337,8,0
75010,75013,1,4,7,0.0104,8,0
75010,75013,1,4,8,0.0038,8,0
75011,75016,1,0,2,0.1569,12,0
75003,75014,1,0,2,0.1569,12,0
75011,75016,1,0,3,0.2285,12,0
75003,75014,1,0,3,0.2285,12,0
75011,75016,2,0,3,0.2285,12,0
75011,75016,2,0,5,0.1628,12,0
75003,75014,1,0,5,0.1628,12,0
75012,75015,1,0,5,0.1628,12,0
75011,75016,2,0,6,0.0989,12,0
75003,75014,1,0,6,0.0989,12,0
75001,75006,1,0,6,0.0989,12,0
75009,75019,1,0,6,0.0989,12,0
75011,75016,2,0,7,0.0502,12,0
75003,75014,1,0,7,0.0502,12,0
75017,75020,1,0,7,0.0502,12,0
75006,75009,1,0,7,0.0502,12,0
75009,75015,1,0,7,0.0502,12,0
75011,75016,2,0,8,0.0226,12,0
75003,75014,1,0,8,0.0226,12,0
75015,75015,1,0,8,0.0226,12,0
75008,75011,1,0,8,0.0226,12,0
75006,75015,1,0,8,0.0226,12,0
75006,75011,1,0,8,0.0226,12,0
75011,75016,2,0,9,0.0077,12,0
75003,75014,1,0,9,0.0077,12,0
75009,75015,1,0,9,0.0077,12,0
75003,75017,1,0,9,0.0077,12,0
75001,75007,1,0,9,0.0077,12,0
75001,75017,1,0,9,0.0077,12,0
75003,75006,1,0,9,0.0077,12,0
75011,75016,2,0,10,0.0032,12,0
75003,75014,1,0,10,0.0032,12,0
75002,75019,1,0,10,0.0032,12,0
75009,75010,1,0,10,0.0032,12,0
75011,75012,1,0,10,0.0032,12,0
75015,75019,1,0,10,0.0032,12,0
75017,75018,1,0,10,0.0032,12,0
75009,75011,1,0,10,0.0032,12,0
75011,75016,2,0,11,0.001,12,0
75003,75014,1,0,11,0.001,12,0
75011,75017,1,0,11,0.001,12,0
75008,75008,1,0,11,0.001,12,0
75005,75011,1,0,11,0.001,12,0
75006,75020,1,0,11,0.001,12,0
75009,75016,1,0,11,0.001,12,0
75011,75019,1,0,11,0.001,12,0
75011,75015,1,0,11,0.001,12,0
75011,75016,2,0,12,0.0001,12,0
75003,75014,1,0,12,0.0001,12,0
75003,75013,1,0,12,0.0001,12,0
75014,75020,1,0,12,0.0001,12,0
75016,75019,1,0,12,0.0001,12,0
75012,75019,1,0,12,0.0001,12,0
75015,75015,1,0,12,0.0001,12,0
75015,75015,1,0,12,0.0001,12,0
75008,75016,1,0,12,0.0001,12,0
75011,75116,1,0,12,0.0001,12,0
75014,75116,1,1,2,0.148,12,0
75014,75016,1,1,3,0.2298,12,0
75011,75015,1,1,3,0.2298,12,0
75011,75015,1,1,5,0.1615,12,0
75014,75016,1,1,5,0.1615,12,0
75014,75116,1,1,5,0.1615,12,0
75010,75014,1,1,5,0.1615,12,0
75011,75015,1,1,6,0.1071,12,0
75014,75016,1,1,6,0.1071,12,0
75014,75116,1,1,6,0.1071,12,0
75012,75012,1,1,6,0.1071,12,0
75016,75017,1,1,6,0.1071,12,0
75011,75015,1,1,7,0.0487,12,0
75014,75016,1,1,7,0.0487,12,0
75014,75116,1,1,7,0.0487,12,0
75009,75015,1,1,7,0.0487,12,0
75011,75014,1,1,7,0.0487,12,0
75008,75017,1,1,7,0.0487,12,0
75011,75015,1,1,8,0.0216,12,0
75014,75016,1,1,8,0.0216,12,0
75014,75116,1,1,8,0.0216,12,0
75001,75008,1,1,8,0.0216,12,0
75011,75019,1,1,8,0.0216,12,0
75009,75010,1,1,8,0.0216,12,0
75016,75017,1,1,8,0.0216,12,0
75011,75015,1,1,9,0.0077,12,0
75014,75016,1,1,9,0.0077,12,0
75014,75116,1,1,9,0.0077,12,0
75007,75012,1,1,9,0.0077,12,0
75008,75019,1,1,9,0.0077,12,0
75009,75011,1,1,9,0.0077,12,0
75009,75015,1,1,9,0.0077,12,0
75009,75020,1,1,9,0.0077,12,0
75011,75015,1,1,10,0.0036,12,0
75014,75016,1,1,10,0.0036,12,0
75014,75116,1,1,10,0.0036,12,0
75008,75011,1,1,10,0.0036,12,0
75011,75015,1,1,10,0.0036,12,0
75011,75014,1,1,10,0.0036,12,0
75007,75009,1,1,10,0.0036,12,0
75001,75011,1,1,10,0.0036,12,0
75012,75017,1,1,10,0.0036,12,0
75011,75015,1,1,11,0.0006,12,0
75014,75016,1,1,11,0.0006,12,0
75014,75116,1,1,11,0.0006,12,0
75009,75009,1,1,11,0.0006,12,0
75011,75017,1,1,11,0.0006,12,0
75009,75010,1,1,11,0.0006,12,0
75010,75014,1,1,11,0.0006,12,0
75014,75015,1,1,11,0.0006,12,0
75015,75015,1,1,11,0.0006,12,0
75009,75014,1,1,11,0.0006,12,0
75011,75015,1,1,12,0.0003,12,0
75014,75016,1,1,12,0.0003,12,0
75014,75116,1,1,12,0.0003,12,0
75014,75020,1,1,12,0.0003,12,0
75017,75020,1,1,12,0.0003,12,0
75005,75006,1,1,12,0.0003,12,0
75012,75014,1,1,12,0.0003,12,0
75008,75014,1,1,12,0.0003,12,0
75003,75008,1,1,12,0.0003,12,0
75009,75020,1,1,12,0.0003,12,0
75020,75116,1,1,12,0.0003,12,0
75008,75009,1,2,2,0.1477,12,0
75008,75009,1,2,2,0.1477,12,0
75008,75009,2,2,2,0.1477,12,0
75008,75009,1,2,3,0.2228,12,0
75008,75009,2,2,3,0.2228,12,0
75009,75012,1,2,3,0.2228,12,0
75009,75012,1,2,5,0.1728,12,0
75008,75009,2,2,5,0.1728,12,0
75010,75020,1,2,5,0.1728,12,0
75009,75012,1,2,6,0.0981,12,0
75008,75009,2,2,6,0.0981,12,0
75014,75015,1,2,6,0.0981,12,0
75008,75014,1,2,6,0.0981,12,0
75009,75012,1,2,7,0.054,12,0
75008,75009,2,2,7,0.054,12,0
75012,75015,1,2,7,0.054,12,0
75009,75017,1,2,7,0.054,12,0
75009,75020,1,2,7,0.054,12,0
75009,75012,1,2,8,0.021,12,0
75008,75009,2,2,8,0.021,12,0
75011,75015,1,2,8,0.021,12,0
75010,75015,1,2,8,0.021,12,0
75020,75020,1,2,8,0.021,12,0
75010,75017,1,2,8,0.021,12,0
75009,75012,1,2,9,0.0085,12,0
75008,75009,2,2,9,0.0085,12,0
75001,75006,1,2,9,0.0085,12,0
75008,75012,1,2,9,0.0085,12,0
75014,75020,1,2,9,0.0085,12,0
75007,75009,1,2,9,0.0085,12,0
75003,75008,1,2,9,0.0085,12,0
75009,75012,1,2,10,0.0023,12,0
75008,75009,2,2,10,0.0023,12,0
75009,75016,1,2,10,0.0023,12,0
75008,75020,1,2,10,0.0023,12,0
75007,75017,1,2,10,0.0023,12,0
75006,75012,1,2,10,0.0023,12,0
75010,75019,1,2,10,0.0023,12,0
75008,75020,1,2,10,0.0023,12,0
75009,75012,1,2,11,0.001,12,0
75008,75009,2,2,11,0.001,12,0
75011,75013,1,2,11,0.001,12,0
75003,75018,1,2,11,0.001,12,0
75008,75116,1,2,11,0.001,12,0
75003,75015,1,2,11,0.001,12,0
75009,75018,1,2,11,0.001,12,0
75001,75019,1,2,11,0.001,12,0
75009,75011,1,2,11,0.001,12,0
75009,75012,1,2,12,0.0001,12,0
75008,75009,2,2,12,0.0001,12,0
75001,75010,1,2,12,0.0001,12,0
75014,75015,1,2,12,0.0001,12,0
75008,75116,1,2,12,0.0001,12,0
75008,75016,1,2,12,0.0001,12,0
75006,75016,1,2,12,0.0001,12,0
75009,75016,1,2,12,0.0001,12,0
75009,75116,1,2,12,0.0001,12,0
75009,75015,1,2,12,0.0001,12,0
75007,75011,1,3,2,0.1461,12,0
75013,75014,1,3,3,0.2266,12,0
75013,75014,1,3,3,0.2266,12,0
75013,75014,1,3,5,0.1707,12,0
75002,75009,1,3,5,0.1707,12,0
75007,75011,1,3,5,0.1707,12,0
75009,75017,1,3,5,0.1707,12,0
75013,75014,1,3,6,0.0983,12,0
75002,75009,1,3,6,0.0983,12,0
75007,75011,1,3,6,0.0983,12,0
75012,75015,1,3,6,0.0983,12,0
75015,75020,1,3,6,0.0983,12,0
75013,75014,1,3,7,0.0499,12,0
75002,75009,1,3,7,0.0499,12,0
75007,75011,1,3,7,0.0499,12,0
75006,75017,1,3,7,0.0499,12,0
75009,75012,1,3,7,0.0499,12,0
75011,75019,1,3,7,0.0499,12,0
75013,75014,1,3,8,0.0215,12,0
75002,75009,1,3,8,0.0215,12,0
75007,75011,1,3,8,0.0215,12,0
75006,75011,1,3,8,0.0215,12,0
75008,75016,1,3,8,0.0215,12,0
75020,75020,1,3,8,0.0215,12,0
75017,75018,1,3,8,0.0215,12,0
75013,75014,1,3,9,0.0084,12,0
75002,75009,1,3,9,0.0084,12,0
75007,75011,1,3,9,0.0084,12,0
75008,75011,1,3,9,0.0084,12,0
75001,75011,1,3,9,0.0084,12,0
75009,75010,1,3,9,0.0084,12,0
75011,75019,1,3,9,0.0084,12,0
75009,75014,1,3,9,0.0084,12,0
75013,75014,1,3,10,0.0034,12,0
75002,75009,1,3,10,0.0034,12,0
75007,75011,1,3,10,0.0034,12,0
75011,75016,1,3,10,0.0034,12,0
75012,75018,1,3,10,0.0034,12,0
75015,75015,1,3,10,0.0034,12,0
75001,75015,1,3,10,0.0034,12,0
