pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75008,75012,1,3,2,0.368,4,1
75015,75019,1,4,3,0.2704,8,1
75001,75008,1,4,3,0.2704,8,1
75016,75017,1,5,3,0.2651,8,1
75001,75014,1,5,3,0.2651,8,1
75014,75116,2,6,4,0.2295,12,1
75012,75019,1,6,4,0.2295,12,1
75009,75013,2,7,5,0.2011,14,1
75010,75019,1,7,5,0.2011,14,1
75013,75014,1,7,5,0.2011,14,1
75013,75014,2,8,5,0.1927,14,1
75001,75010,1,8,5,0.1927,14,1
75008,75016,1,8,5,0.1927,14,1
75012,75015,2,9,5,0.192,14,1
75009,75012,1,9,5,0.192,14,1
75011,75019,1,9,5,0.192,14,1
75017,75017,1,10,4,0.2196,12,1
75011,75017,1,10,4,0.2196,12,1
75007,75014,1,10,4,0.2196,12,1
75008,75015,2,11,4,0.2179,12,1
75001,75001,1,11,4,0.2179,12,1
75011,75015,1,12,3,0.2667,8,1
75009,75016,1,12,3,0.2667,8,1
75015,75017,1,13,3,0.2753,8,1
75017,75018,1,13,3,0.2753,8,1
75009,75009,1,14,2,0.3689,4,1
75008,75012,1,3,3,0.1864,4,0
75001,75008,1,3,3,0.1864,4,0
75008,75012,1,3,4,0.0594,4,0
75001,75013,1,3,4,0.0594,4,0
75007,75015,1,3,4,0.0594,4,0
75015,75019,1,4,2,0.2662,8,0
75015,75019,1,4,4,0.1855,8,0
75001,75008,1,4,4,0.1855,8,0
75003,75011,1,4,4,0.1855,8,0
75015,75019,1,4,5,0.0913,8,0
75001,75008,1,4,5,0.0913,8,0
75014,75116,1,4,5,0.0913,8,0
75006,75015,1,4,5,0.0913,8,0
75015,75019,1,4,6,0.0336,8,0
75001,75008,1,4,6,0.0336,8,0
75017,75020,1,4,6,0.0336,8,0
75009,75012,1,4,6,0.0336,8,0
75009,75015,1,4,6,0.0336,8,0
75015,75019,1,4,7,0.0103,8,0
75001,75008,1,4,7,0.0103,8,0
75008,75014,1,4,7,0.0103,8,0
75009,75017,1,4,7,0.0103,8,0
75005,75013,1,4,7,0.0103,8,0
75003,75019,1,4,7,0.0103,8,0
75015,75019,1,4,8,0.0031,8,0
75001,75008,1,4,8,0.0031,8,0
75001,75011,1,4,8,0.0031,8,0
75011,75015,1,4,8,0.0031,8,0
75009,75016,1,4,8,0.0031,8,0
75008,75011,1,4,8,0.0031,8,0
75015,75017,1,4,8,0.0031,8,0
75016,75017,1,5,2,0.2709,8,0
75016,75017,1,5,4,0.1795,8,0
75001,75014,1,5,4,0.1795,8,0
75012,75013,1,5,4,0.1795,8,0
75016,75017,1,5,5,0.0956,8,0
75001,75014,1,5,5,0.0956,8,0
75008,75010,1,5,5,0.0956,8,0
75008,75019,1,5,5,0.0956,8,0
75016,75017,1,5,6,0.035,8,0
75001,75014,1,5,6,0.035,8,0
75001,75011,1,5,6,0.035,8,0
75009,75020,1,5,6,0.035,8,0
75009,75012,1,5,6,0.035,8,0
75016,75017,1,5,7,0.0116,8,0
75001,75014,1,5,7,0.0116,8,0
75007,75014,1,5,7,0.0116,8,0
75009,75018,1,5,7,0.0116,8,0
75014,75015,1,5,7,0.0116,8,0
75008,75116,1,5,7,0.0116,8,0
75016,75017,1,5,8,0.0035,8,0
75001,75014,1,5,8,0.0035,8,0
75001,75020,1,5,8,0.0035,8,0
75009,75018,1,5,8,0.0035,8,0
75014,75015,1,5,8,0.0035,8,0
75008,75018,1,5,8,0.0035,8,0
75008,75018,1,5,8,0.0035,8,0
75014,75116,1,6,2,0.1468,12,0
75014,75116,1,6,2,0.1468,12,0
75012,75019,1,6,2,0.1468,12,0
75014,75116,1,6,3,0.2286,12,0
75012,75019,1,6,3,0.2286,12,0
75014,75116,2,6,3,0.2286,12,0
75014,75116,2,6,5,0.1579,12,0
75012,75019,1,6,5,0.1579,12,0
75011,75014,1,6,5,0.1579,12,0
75014,75116,2,6,6,0.1003,12,0
75012,75019,1,6,6,0.1003,12,0
75007,75020,1,6,6,0.1003,12,0
75010,75016,1,6,6,0.1003,12,0
75014,75116,2,6,7,0.0509,12,0
75012,75019,1,6,7,0.0509,12,0
75006,75009,1,6,7,0.0509,12,0
75015,75116,1,6,7,0.0509,12,0
75018,75116,1,6,7,0.0509,12,0
75014,75116,2,6,8,0.0247,12,0
75012,75019,1,6,8,0.0247,12,0
75014,75017,1,6,8,0.0247,12,0
75012,75020,1,6,8,0.0247,12,0
75017,75020,1,6,8,0.0247,12,0
75009,75010,1,6,8,0.0247,12,0
75014,75116,2,6,9,0.0072,12,0
75012,75019,1,6,9,0.0072,12,0
75015,75019,1,6,9,0.0072,12,0
75009,75015,1,6,9,0.0072,12,0
75008,75014,1,6,9,0.0072,12,0
75009,75012,1,6,9,0.0072,12,0
75015,75019,1,6,9,0.0072,12,0
75014,75116,2,6,10,0.0031,12,0
75012,75019,1,6,10,0.0031,12,0
75001,75018,1,6,10,0.0031,12,0
75009,75015,1,6,10,0.0031,12,0
75011,75015,1,6,10,0.0031,12,0
75009,75014,1,6,10,0.0031,12,0
75008,75011,1,6,10,0.0031,12,0
75011,75017,1,6,10,0.0031,12,0
75014,75116,2,6,11,0.0013,12,0
75012,75019,1,6,11,0.0013,12,0
75006,75010,1,6,11,0.0013,12,0
75001,75017,1,6,11,0.0013,12,0
75014,75018,1,6,11,0.0013,12,0
75006,75019,1,6,11,0.0013,12,0
75017,75116,1,6,11,0.0013,12,0
75009,75019,1,6,11,0.0013,12,0
75008,75016,1,6,11,0.0013,12,0
75014,75116,2,6,12,0.0004,12,0
75012,75019,1,6,12,0.0004,12,0
75012,75116,1,6,12,0.0004,12,0
75011,75015,1,6,12,0.0004,12,0
75011,75020,1,6,12,0.0004,12,0
75001,75016,1,6,12,0.0004,12,0
75009,75016,1,6,12,0.0004,12,0
75009,75016,1,6,12,0.0004,12,0
75013,75017,1,6,12,0.0004,12,0
