pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75020,78600,3,0,6,0.1793,16,1
75009,75011,1,0,6,0.1793,16,1
75006,75018,1,0,6,0.1793,16,1
75015,75016,2,1,6,0.1755,16,1
75009,75009,2,1,6,0.1755,16,1
75009,75013,1,1,6,0.1755,16,1
75001,75017,1,2,6,0.1739,17,1
75009,75014,1,2,6,0.1739,17,1
75015,75016,2,2,6,0.1739,17,1
75004,75011,1,2,6,0.1739,17,1
75005,75011,3,3,6,0.1769,15,1
75008,75009,1,3,6,0.1769,15,1
75002,75014,1,3,6,0.1769,15,1
75007,75017,2,4,6,0.176,17,1
75009,75020,1,4,6,0.176,17,1
75012,75019,1,4,6,0.176,17,1
75012,75020,1,4,6,0.176,17,1
75010,75016,2,5,6,0.1772,18,1
75006,75012,2,5,6,0.1772,18,1
75001,75020,1,5,6,0.1772,18,1
75007,75009,3,6,6,0.1753,16,1
75008,75014,1,6,6,0.1753,16,1
75011,75013,1,6,6,0.1753,16,1
75015,75016,3,7,6,0.1787,17,1
75014,75015,1,7,6,0.1787,17,1
75009,75009,1,7,6,0.1787,17,1
75006,75020,3,8,6,0.1779,17,1
75001,75017,1,8,6,0.1779,17,1
75009,75017,1,8,6,0.1779,17,1
75009,75116,1,9,6,0.1767,16,1
75008,75016,2,9,6,0.1767,16,1
75018,75020,1,9,6,0.1767,16,1
75008,75017,1,9,6,0.1767,16,1
75016,75018,2,10,6,0.1771,17,1
75005,75009,1,10,6,0.1771,17,1
75008,75020,1,10,6,0.1771,17,1
75009,75012,1,10,6,0.1771,17,1
75011,75015,1,11,6,0.1668,16,1
75011,75015,1,11,6,0.1668,16,1
75016,75019,2,11,6,0.1668,16,1
75008,75015,1,11,6,0.1668,16,1
75011,75016,3,12,6,0.1803,18,1
75011,75015,1,12,6,0.1803,18,1
75011,75020,1,12,6,0.1803,18,1
75011,75020,2,13,6,0.1764,16,1
75001,75015,1,13,6,0.1764,16,1
75011,75017,1,13,6,0.1764,16,1
75009,75011,1,13,6,0.1764,16,1
75006,75010,3,14,6,0.1686,16,1
75009,75018,1,14,6,0.1686,16,1
75003,75014,1,14,6,0.1686,16,1
75003,75012,1,15,6,0.1813,15,1
75006,75012,2,15,6,0.1813,15,1
75019,75020,1,15,6,0.1813,15,1
75014,75017,1,15,6,0.1813,15,1
75020,78600,2,0,2,0.0349,16,0
75020,78600,2,0,2,0.0349,16,0
75009,75011,1,0,2,0.0349,16,0
75020,78600,2,0,3,0.0848,16,0
75020,78600,2,0,3,0.0848,16,0
75006,75018,1,0,3,0.0848,16,0
75006,75018,1,0,3,0.0848,16,0
75020,78600,2,0,4,0.1333,16,0
75020,78600,3,0,4,0.1333,16,0
75020,78600,3,0,4,0.1333,16,0
75009,75011,1,0,4,0.1333,16,0
75020,78600,2,0,5,0.1734,16,0
75020,78600,3,0,5,0.1734,16,0
75006,75018,1,0,5,0.1734,16,0
75006,75018,1,0,5,0.1734,16,0
75009,75011,1,0,5,0.1734,16,0
75009,75011,1,0,7,0.1457,16,0
75020,78600,3,0,7,0.1457,16,0
75006,75018,1,0,7,0.1457,16,0
75015,75018,1,0,7,0.1457,16,0
75009,75011,1,0,8,0.1074,16,0
75020,78600,3,0,8,0.1074,16,0
75006,75018,1,0,8,0.1074,16,0
75008,75014,1,0,8,0.1074,16,0
75015,75016,1,0,8,0.1074,16,0
75009,75011,1,0,9,0.0678,16,0
75020,78600,3,0,9,0.0678,16,0
75006,75018,1,0,9,0.0678,16,0
75003,75008,1,0,9,0.0678,16,0
75015,75016,1,0,9,0.0678,16,0
75009,75014,1,0,9,0.0678,16,0
75009,75011,1,0,10,0.0338,16,0
75020,78600,3,0,10,0.0338,16,0
75006,75018,1,0,10,0.0338,16,0
75007,75017,1,0,10,0.0338,16,0
