pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75003,75011,1,0,3,0.2755,8,1
75011,75116,1,0,3,0.2755,8,1
75011,75018,1,1,3,0.2686,8,1
75009,75014,1,1,3,0.2686,8,1
75012,75019,1,2,3,0.2691,8,1
75001,75007,1,2,3,0.2691,8,1
75011,75012,1,3,3,0.2729,8,1
75003,75005,1,3,3,0.2729,8,1
75009,75015,1,4,3,0.272,8,1
75003,75116,1,4,3,0.272,8,1
75009,75116,1,5,3,0.2745,8,1
75011,75011,1,5,3,0.2745,8,1
75015,75015,1,6,3,0.2685,8,1
75005,75016,1,6,3,0.2685,8,1
75002,75017,1,7,3,0.2659,8,1
75008,75012,1,7,3,0.2659,8,1
75001,75017,1,8,3,0.2665,8,1
75008,75014,1,8,3,0.2665,8,1
75009,75010,1,9,3,0.2652,8,1
75010,75014,1,9,3,0.2652,8,1
75014,75019,1,10,3,0.2838,8,1
75009,75019,1,10,3,0.2838,8,1
75020,75020,1,11,3,0.2743,8,1
75008,75013,1,11,3,0.2743,8,1
75016,75019,1,12,3,0.2752,8,1
75010,75017,1,12,3,0.2752,8,1
75009,75013,1,13,3,0.2784,8,1
75001,75116,1,13,3,0.2784,8,1
75018,75019,1,14,3,0.2644,8,1
75009,75116,1,14,3,0.2644,8,1
75009,75016,1,15,3,0.2752,8,1
75018,75020,1,15,3,0.2752,8,1
75003,75011,1,0,2,0.2673,8,0
75003,75011,1,0,4,0.1749,8,0
75011,75116,1,0,4,0.1749,8,0
75015,75015,1,0,4,0.1749,8,0
75003,75011,1,0,5,0.0933,8,0
75011,75116,1,0,5,0.0933,8,0
75001,75016,1,0,5,0.0933,8,0
75007,75014,1,0,5,0.0933,8,0
75003,75011,1,0,6,0.0368,8,0
75011,75116,1,0,6,0.0368,8,0
75010,75016,1,0,6,0.0368,8,0
75003,75017,1,0,6,0.0368,8,0
75007,75015,1,0,6,0.0368,8,0
75003,75011,1,0,7,0.0136,8,0
75011,75116,1,0,7,0.0136,8,0
75008,75016,1,0,7,0.0136,8,0
75003,75006,1,0,7,0.0136,8,0
75010,75019,1,0,7,0.0136,8,0
75001,75008,1,0,7,0.0136,8,0
75003,75011,1,0,8,0.0041,8,0
75011,75116,1,0,8,0.0041,8,0
75005,75008,1,0,8,0.0041,8,0
75006,75014,1,0,8,0.0041,8,0
75005,75013,1,0,8,0.0041,8,0
75006,75012,1,0,8,0.0041,8,0
75012,75020,1,0,8,0.0041,8,0
75009,75014,1,1,2,0.271,8,0
75009,75014,1,1,4,0.1803,8,0
75011,75018,1,1,4,0.1803,8,0
75005,75009,1,1,4,0.1803,8,0
75009,75014,1,1,5,0.0871,8,0
75011,75018,1,1,5,0.0871,8,0
75011,75014,1,1,5,0.0871,8,0
75016,75017,1,1,5,0.0871,8,0
75009,75014,1,1,6,0.0401,8,0
75011,75018,1,1,6,0.0401,8,0
75002,75014,1,1,6,0.0401,8,0
75003,75008,1,1,6,0.0401,8,0
75009,75009,1,1,6,0.0401,8,0
75009,75014,1,1,7,0.0126,8,0
75011,75018,1,1,7,0.0126,8,0
75009,75011,1,1,7,0.0126,8,0
75009,75018,1,1,7,0.0126,8,0
75006,75014,1,1,7,0.0126,8,0
75006,75014,1,1,7,0.0126,8,0
75009,75014,1,1,8,0.0021,8,0
75011,75018,1,1,8,0.0021,8,0
75011,75015,1,1,8,0.0021,8,0
75009,75016,1,1,8,0.0021,8,0
75007,75019,1,1,8,0.0021,8,0
75005,75015,1,1,8,0.0021,8,0
75014,75015,1,1,8,0.0021,8,0
75001,75007,1,2,2,0.2689,8,0
75001,75007,1,2,4,0.1822,8,0
75012,75019,1,2,4,0.1822,8,0
75009,75011,1,2,4,0.1822,8,0
75001,75007,1,2,5,0.0946,8,0
75012,75019,1,2,5,0.0946,8,0
75011,75018,1,2,5,0.0946,8,0
75011,75116,1,2,5,0.0946,8,0
75001,75007,1,2,6,0.0365,8,0
75012,75019,1,2,6,0.0365,8,0
75003,75009,1,2,6,0.0365,8,0
75012,75016,1,2,6,0.0365,8,0
75012,75015,1,2,6,0.0365,8,0
75001,75007,1,2,7,0.0126,8,0
75012,75019,1,2,7,0.0126,8,0
75008,75009,1,2,7,0.0126,8,0
75006,75018,1,2,7,0.0126,8,0
75017,75116,1,2,7,0.0126,8,0
75006,75016,1,2,7,0.0126,8,0
75001,75007,1,2,8,0.0038,8,0
75012,75019,1,2,8,0.0038,8,0
75003,75008,1,2,8,0.0038,8,0
75008,75009,1,2,8,0.0038,8,0
75002,75013,1,2,8,0.0038,8,0
75011,75012,1,2,8,0.0038,8,0
75019,75020,1,2,8,0.0038,8,0
75003,75005,1,3,2,0.266,8,0
75003,75005,1,3,4,0.1824,8,0
75011,75012,1,3,4,0.1824,8,0
75012,75017,1,3,4,0.1824,8,0
75003,75005,1,3,5,0.091,8,0
75011,75012,1,3,5,0.091,8,0
75008,75015,1,3,5,0.091,8,0
75017,75017,1,3,5,0.091,8,0
75003,75005,1,3,6,0.0345,8,0
75011,75012,1,3,6,0.0345,8,0
75007,75009,1,3,6,0.0345,8,0
75014,75019,1,3,6,0.0345,8,0
75009,75012,1,3,6,0.0345,8,0
75003,75005,1,3,7,0.013,8,0
75011,75012,1,3,7,0.013,8,0
75007,75009,1,3,7,0.013,8,0
75014,75018,1,3,7,0.013,8,0
75018,75020,1,3,7,0.013,8,0
75011,75014,1,3,7,0.013,8,0
75003,75005,1,3,8,0.003,8,0
75011,75012,1,3,8,0.003,8,0
75009,75015,1,3,8,0.003,8,0
75007,75009,1,3,8,0.003,8,0
75009,75011,1,3,8,0.003,8,0
75010,75018,1,3,8,0.003,8,0
75004,75018,1,3,8,0.003,8,0
75003,75116,1,4,2,0.2759,8,0
75003,75116,1,4,4,0.1788,8,0
75009,75015,1,4,4,0.1788,8,0
75003,75017,1,4,4,0.1788,8,0
