pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75004,75008,1,1,2,0.3622,4,1
75009,75012,1,2,2,0.3745,4,1
75008,75008,1,3,3,0.2753,8,1
75012,75017,1,3,3,0.2753,8,1
75009,75016,2,4,5,0.1947,15,1
75008,75017,1,4,5,0.1947,15,1
75001,75016,1,4,5,0.1947,15,1
75016,75020,2,5,7,0.1629,18,1
75017,75116,1,5,7,0.1629,18,1
75009,75016,1,5,7,0.1629,18,1
75003,75019,1,5,7,0.1629,18,1
75007,75016,1,5,7,0.1629,18,1
75014,75016,2,6,9,0.1372,20,1
75014,75015,3,6,9,0.1372,20,1
75001,75015,2,6,9,0.1372,20,1
75008,75015,1,6,9,0.1372,20,1
75016,75017,4,7,9,0.1302,22,1
75014,75020,3,7,9,0.1302,22,1
75008,75009,1,7,9,0.1302,22,1
75002,75016,1,7,9,0.1302,22,1
75009,75020,4,8,9,0.1295,22,1
75009,75011,2,8,9,0.1295,22,1
75016,75017,2,8,9,0.1295,22,1
75014,75015,1,8,9,0.1295,22,1
75009,75015,3,9,11,0.1266,25,1
75012,75017,2,9,11,0.1266,25,1
75009,75009,2,9,11,0.1266,25,1
75009,75010,2,9,11,0.1266,25,1
75006,75014,1,9,11,0.1266,25,1
75005,75019,2,10,10,0.1292,24,1
75009,75018,3,10,10,0.1292,24,1
75010,75016,2,10,10,0.1292,24,1
75016,75017,1,10,10,0.1292,24,1
75011,75016,1,10,10,0.1292,24,1
75002,75009,3,11,8,0.1419,20,1
75006,75009,2,11,8,0.1419,20,1
75014,75017,1,11,8,0.1419,20,1
75001,75016,1,11,8,0.1419,20,1
75012,75015,1,12,7,0.1637,18,1
75017,75018,1,12,7,0.1637,18,1
75006,75007,1,12,7,0.1637,18,1
75009,75010,1,12,7,0.1637,18,1
75009,75018,1,12,7,0.1637,18,1
75013,75017,1,12,7,0.1637,18,1
75016,75018,2,13,5,0.1984,14,1
75012,75017,1,13,5,0.1984,14,1
75011,75020,1,13,5,0.1984,14,1
75013,75015,1,14,4,0.2242,11,1
75015,75016,1,14,4,0.2242,11,1
75009,75012,1,14,4,0.2242,11,1
75009,75010,1,15,2,0.3659,4,1
75004,75008,1,1,3,0.187,4,0
75011,75013,1,1,3,0.187,4,0
75004,75008,1,1,4,0.0614,4,0
75017,75019,1,1,4,0.0614,4,0
75016,75019,1,1,4,0.0614,4,0
75009,75012,1,2,3,0.1798,4,0
75011,75018,1,2,3,0.1798,4,0
75009,75012,1,2,4,0.0605,4,0
75011,75020,1,2,4,0.0605,4,0
75009,75015,1,2,4,0.0605,4,0
75008,75008,1,3,2,0.2725,8,0
75008,75008,1,3,4,0.1809,8,0
75012,75017,1,3,4,0.1809,8,0
75013,75013,1,3,4,0.1809,8,0
75008,75008,1,3,5,0.0859,8,0
75012,75017,1,3,5,0.0859,8,0
75011,75020,1,3,5,0.0859,8,0
75001,75014,1,3,5,0.0859,8,0
75008,75008,1,3,6,0.0371,8,0
75012,75017,1,3,6,0.0371,8,0
75010,75014,1,3,6,0.0371,8,0
75006,75016,1,3,6,0.0371,8,0
75009,75011,1,3,6,0.0371,8,0
75008,75008,1,3,7,0.0117,8,0
75012,75017,1,3,7,0.0117,8,0
75009,75009,1,3,7,0.0117,8,0
75009,75016,1,3,7,0.0117,8,0
75009,75017,1,3,7,0.0117,8,0
75012,75015,1,3,7,0.0117,8,0
75008,75008,1,3,8,0.0037,8,0
75012,75017,1,3,8,0.0037,8,0
75009,75019,1,3,8,0.0037,8,0
75008,75116,1,3,8,0.0037,8,0
75009,75009,1,3,8,0.0037,8,0
75011,75116,1,3,8,0.0037,8,0
75003,75116,1,3,8,0.0037,8,0
75009,75016,1,4,2,0.0738,15,0
75001,75016,1,4,2,0.0738,15,0
75009,75016,1,4,3,0.1381,15,0
75009,75016,1,4,3,0.1381,15,0
75009,75016,2,4,3,0.1381,15,0
75008,75017,1,4,3,0.1381,15,0
75009,75016,1,4,4,0.1948,15,0
75008,75017,1,4,4,0.1948,15,0
75001,75016,1,4,4,0.1948,15,0
75008,75017,1,4,4,0.1948,15,0
75008,75017,1,4,6,0.1591,15,0
75001,75016,1,4,6,0.1591,15,0
75009,75016,2,4,6,0.1591,15,0
75012,75020,1,4,6,0.1591,15,0
75008,75017,1,4,7,0.1088,15,0
75001,75016,1,4,7,0.1088,15,0
75009,75016,2,4,7,0.1088,15,0
75016,75016,1,4,7,0.1088,15,0
75009,75018,1,4,7,0.1088,15,0
75008,75017,1,4,8,0.0613,15,0
75001,75016,1,4,8,0.0613,15,0
75009,75016,2,4,8,0.0613,15,0
75015,75016,1,4,8,0.0613,15,0
75016,75018,1,4,8,0.0613,15,0
75016,75017,1,4,8,0.0613,15,0
75008,75017,1,4,9,0.0307,15,0
75001,75016,1,4,9,0.0307,15,0
75009,75016,2,4,9,0.0307,15,0
75009,75015,1,4,9,0.0307,15,0
75011,75011,1,4,9,0.0307,15,0
75015,75015,1,4,9,0.0307,15,0
75001,75019,1,4,9,0.0307,15,0
75008,75017,1,4,10,0.0129,15,0
75001,75016,1,4,10,0.0129,15,0
75009,75016,2,4,10,0.0129,15,0
75006,75011,1,4,10,0.0129,15,0
75001,75010,1,4,10,0.0129,15,0
75003,75008,1,4,10,0.0129,15,0
75008,75018,1,4,10,0.0129,15,0
75011,75014,1,4,10,0.0129,15,0
75008,75017,1,4,11,0.0064,15,0
75001,75016,1,4,11,0.0064,15,0
75009,75016,2,4,11,0.0064,15,0
75009,75020,1,4,11,0.0064,15,0
75004,75015,1,4,11,0.0064,15,0
75008,75009,1,4,11,0.0064,15,0
75014,75015,1,4,11,0.0064,15,0
75014,75014,1,4,11,0.0064,15,0
75009,75017,1,4,11,0.0064,15,0
75008,75017,1,4,12,0.0018,15,0
75001,75016,1,4,12,0.0018,15,0
75009,75016,2,4,12,0.0018,15,0
75009,75015,1,4,12,0.0018,15,0
75008,75016,1,4,12,0.0018,15,0
75006,75017,1,4,12,0.0018,15,0
75006,75012,1,4,12,0.0018,15,0
75015,75020,1,4,12,0.0018,15,0
75008,75015,1,4,12,0.0018,15,0
75003,75018,1,4,12,0.0018,15,0
75008,75017,1,4,13,0.0008,15,0
75001,75016,1,4,13,0.0008,15,0
75009,75016,2,4,13,0.0008,15,0
75014,75018,1,4,13,0.0008,15,0
75008,75011,1,4,13,0.0008,15,0
75001,75009,1,4,13,0.0008,15,0
75009,75013,1,4,13,0.0008,15,0
75013,75016,1,4,13,0.0008,15,0
75009,75017,1,4,13,0.0008,15,0
75011,75013,1,4,13,0.0008,15,0
75008,75017,1,4,13,0.0008,15,0
75008,75017,1,4,14,0.0001,15,0
75001,75016,1,4,14,0.0001,15,0
75009,75016,2,4,14,0.0001,15,0
75012,75013,1,4,14,0.0001,15,0
75006,75009,1,4,14,0.0001,15,0
75009,75012,1,4,14,0.0001,15,0
75009,75016,1,4,14,0.0001,15,0
75014,75018,1,4,14,0.0001,15,0
75009,75015,1,4,14,0.0001,15,0
75010,75016,1,4,14,0.0001,15,0
75006,75011,1,4,14,0.0001,15,0
75009,75014,1,4,14,0.0001,15,0
75008,75017,1,4,15,0.0001,15,0
75001,75016,1,4,15,0.0001,15,0
75009,75016,2,4,15,0.0001,15,0
