pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75014,75016,1,2,2,0.3591,4,1
75011,75018,1,3,3,0.2765,8,1
75010,75013,1,3,3,0.2765,8,1
75011,75015,1,4,4,0.2248,12,1
75019,75020,1,4,4,0.2248,12,1
75006,75012,1,4,4,0.2248,12,1
75010,75014,1,5,5,0.1925,15,1
75009,75014,2,5,5,0.1925,15,1
75002,75016,1,5,5,0.1925,15,1
75009,75015,1,6,6,0.1761,18,1
75015,75018,1,6,6,0.1761,18,1
75013,75015,1,6,6,0.1761,18,1
75008,75020,1,6,6,0.1761,18,1
75008,75016,1,6,6,0.1761,18,1
75002,75005,1,7,8,0.1494,20,1
75008,75116,3,7,8,0.1494,20,1
75016,75018,2,7,8,0.1494,20,1
75001,75010,1,7,8,0.1494,20,1
75006,75016,1,8,8,0.1495,19,1
75006,75016,1,8,8,0.1495,19,1
75009,75011,3,8,8,0.1495,19,1
75009,75014,1,8,8,0.1495,19,1
75006,75011,1,8,8,0.1495,19,1
75014,75020,3,9,8,0.1454,20,1
75002,75009,2,9,8,0.1454,20,1
75006,75009,1,9,8,0.1454,20,1
75012,75014,1,9,8,0.1454,20,1
75008,75016,4,10,8,0.1508,20,1
75017,75020,1,10,8,0.1508,20,1
75015,75016,1,10,8,0.1508,20,1
75015,75020,1,10,8,0.1508,20,1
75001,75016,3,11,6,0.1787,16,1
75008,75019,1,11,6,0.1787,16,1
75007,75009,1,11,6,0.1787,16,1
75005,75019,2,12,5,0.2002,14,1
75014,75018,1,12,5,0.2002,14,1
75014,75020,1,12,5,0.2002,14,1
75008,75009,1,13,4,0.2245,12,1
75015,75020,1,13,4,0.2245,12,1
75011,75014,1,13,4,0.2245,12,1
75003,75006,1,14,3,0.2733,8,1
75011,75020,1,14,3,0.2733,8,1
75008,75018,1,15,2,0.3689,4,1
75014,75016,1,2,3,0.1865,4,0
75006,75009,1,2,3,0.1865,4,0
75014,75016,1,2,4,0.0609,4,0
75003,75009,1,2,4,0.0609,4,0
75010,75016,1,2,4,0.0609,4,0
75010,75013,1,3,2,0.2713,8,0
75010,75013,1,3,4,0.1785,8,0
75011,75018,1,3,4,0.1785,8,0
75001,75019,1,3,4,0.1785,8,0
75010,75013,1,3,5,0.0916,8,0
75011,75018,1,3,5,0.0916,8,0
75009,75011,1,3,5,0.0916,8,0
75008,75017,1,3,5,0.0916,8,0
75010,75013,1,3,6,0.0365,8,0
75011,75018,1,3,6,0.0365,8,0
75008,75019,1,3,6,0.0365,8,0
75012,75020,1,3,6,0.0365,8,0
75001,75003,1,3,6,0.0365,8,0
75010,75013,1,3,7,0.013,8,0
75011,75018,1,3,7,0.013,8,0
75013,75015,1,3,7,0.013,8,0
75008,75015,1,3,7,0.013,8,0
75012,75013,1,3,7,0.013,8,0
75006,75009,1,3,7,0.013,8,0
75010,75013,1,3,8,0.0035,8,0
75011,75018,1,3,8,0.0035,8,0
75016,75020,1,3,8,0.0035,8,0
75003,75012,1,3,8,0.0035,8,0
75012,75017,1,3,8,0.0035,8,0
75014,75018,1,3,8,0.0035,8,0
75003,75018,1,3,8,0.0035,8,0
75006,75012,1,4,2,0.1467,12,0
75019,75020,1,4,3,0.2248,12,0
75006,75012,1,4,3,0.2248,12,0
75006,75012,1,4,5,0.167,12,0
75011,75015,1,4,5,0.167,12,0
75019,75020,1,4,5,0.167,12,0
75015,75116,1,4,5,0.167,12,0
75006,75012,1,4,6,0.1056,12,0
75011,75015,1,4,6,0.1056,12,0
75019,75020,1,4,6,0.1056,12,0
75009,75012,1,4,6,0.1056,12,0
75012,75013,1,4,6,0.1056,12,0
75006,75012,1,4,7,0.0492,12,0
75011,75015,1,4,7,0.0492,12,0
75019,75020,1,4,7,0.0492,12,0
75011,75016,1,4,7,0.0492,12,0
75001,75011,1,4,7,0.0492,12,0
75009,75116,1,4,7,0.0492,12,0
75006,75012,1,4,8,0.0213,12,0
75011,75015,1,4,8,0.0213,12,0
75019,75020,1,4,8,0.0213,12,0
75003,75009,1,4,8,0.0213,12,0
75019,75116,1,4,8,0.0213,12,0
75006,75011,1,4,8,0.0213,12,0
75006,75017,1,4,8,0.0213,12,0
75006,75012,1,4,9,0.0082,12,0
75011,75015,1,4,9,0.0082,12,0
75019,75020,1,4,9,0.0082,12,0
75001,75014,1,4,9,0.0082,12,0
75002,75008,1,4,9,0.0082,12,0
75007,75009,1,4,9,0.0082,12,0
75009,75016,1,4,9,0.0082,12,0
75018,75019,1,4,9,0.0082,12,0
75006,75012,1,4,10,0.0028,12,0
75011,75015,1,4,10,0.0028,12,0
75019,75020,1,4,10,0.0028,12,0
75008,75011,1,4,10,0.0028,12,0
75001,75009,1,4,10,0.0028,12,0
75006,75008,1,4,10,0.0028,12,0
75008,75017,1,4,10,0.0028,12,0
75008,75015,1,4,10,0.0028,12,0
75006,75011,1,4,10,0.0028,12,0
75006,75012,1,4,11,0.0013,12,0
75011,75015,1,4,11,0.0013,12,0
75019,75020,1,4,11,0.0013,12,0
75006,75008,1,4,11,0.0013,12,0
75011,75014,1,4,11,0.0013,12,0
75007,75014,1,4,11,0.0013,12,0
75001,75016,1,4,11,0.0013,12,0
75019,75020,1,4,11,0.0013,12,0
75001,75010,1,4,11,0.0013,12,0
75008,75020,1,4,11,0.0013,12,0
75006,75012,1,4,12,0.0001,12,0
75011,75015,1,4,12,0.0001,12,0
75019,75020,1,4,12,0.0001,12,0
75014,75116,1,4,12,0.0001,12,0
75007,75009,1,4,12,0.0001,12,0
75016,75116,1,4,12,0.0001,12,0
75009,75016,1,4,12,0.0001,12,0
75010,75015,1,4,12,0.0001,12,0
75008,75015,1,4,12,0.0001,12,0
75008,75008,1,4,12,0.0001,12,0
75013,75016,1,4,12,0.0001,12,0
75009,75014,1,5,2,0.072,15,0
